m,m.1,kPa,Â°C,kg m-2s-1,kW m-2
0.01,2,3354,150.5,1652,2501
0.00399,0.5,11760,198.01,4444,5180
0.008,0.78,9800,144.01,2211,4062
0.01,1,1089,66.92,447,1990
0.0093,1.219,200,99.64,299.7,870
0.00799,3,9810,224.39,1001,790
0.01,2,11760,221.62,3145,2391
0.008,1.57,4900,233.36,3978,2825
0.01,2,14000,112.24,803,1395
0.01,4.966,12000,226.14,302,255
0.00795,2,5880,159.44,985,1628
0.01,2,7000,170.04,2726,2701
0.01,2,14000,120.09,1037,1585
0.0151,4.017,4992,233.71,2240,1557
0.00951,1.73,6870,197.86,4222.2,2990
0.00795,2,17650,76.41,2004,2535
0.01,2,7000,272.91,1005,1331
0.00781,3,13730,92.57,1063,1062
0.0108,2,5880,180.82,546,1314
0.00935,1.727,7070,211.73,4050,2820
0.0134,3.658,13807,328.82,2031.8,630.6
0.01262,1.829,6964,239.97,1356,2001
0.00996,0.96,2903,63.39,673,3164
0.00585,4,14710,178.31,4982,1797
0.00811,5,16000,337.94,3998.8,737
0.008,1.57,9800,229.29,2223,1997
0.00805,10.94,13720,239.7,1016,186
0.00781,3,9710,97.87,2030,1776
0.00932,3.048,14237.7,299.59,4136.5,1441.63
0.00801,1,13730,121.66,2000,3560
0.008,0.78,7850,214.72,1000,2549
0.00801,1,13730,220.3,1000,1500
0.0104,3.8,14710,195.23,1675,1070
0.008,2.51,4900,251.35,990,1008
0.008,0.97,12750,300.75,3961,2219
0.011,6,12750,310.68,3714,818
0.0131,2,3530,34.85,393,1442
0.0141,0.991,11029,285.38,2712,2429
0.0077,1.555,13730,251.33,1516.7,1233
0.00993,2.08,2383,117.35,465,1166
0.00585,4,14710,321.16,3328,575
0.0108,3,15690,339.68,2784,760
0.01,2,14000,129.34,2693,3267
0.00993,3.12,1540,130.93,629,916
0.00578,3,15690,300.31,3335,952
0.00805,2,9810,260.11,1455.6,1200
0.0131,2.25,1971,55.77,1127,2520
0.008,3.49,9810,248.54,2004,911
0.00795,3,9810,270.96,4134,1380
0.0128,1.93,6895,271.26,1125.5,1684.6
0.00776,2.08,2864,105.7,480,953
0.00581,1,14710,197.73,5030,5200
0.00795,2,17650,281.97,2765,1628
0.00771,6,10100,219.02,2023,620
0.006,1,516,26.66,150,483
0.00778,6,7060,157.33,1047,600
0.008,1.57,4900,181.89,1001,1937
0.01,1.25,3079,115.59,971,2983
0.00811,2,9980,301.03,4020.3,1417
0.0108,3,11760,299.7,989,597
0.00585,4,14710,218.34,1499,552
0.00607,0.79,12750,199,3208,3670
0.01,1.75,3256,143.29,1767,2846
0.00998,2.5,7944,128.35,860,1479
0.01,2,18000,159.12,288,540
0.00578,3,6860,79.04,3335,2221
0.00803,6,11760,208.33,999,387
0.00607,0.79,9800,237.46,2699,2686
0.008,3.5,3003,165.02,2010,1319
0.00811,5,3010,134.93,3989.1,1660
0.01,2,14000,100.08,636,1227
0.0131,2.5,3354,50.22,770,1999
0.00805,2,17650,260.24,2014,1372
0.00776,1.04,1147,96.52,391,1391
0.00598,3.203,6945,188.36,1124.9,772.7
0.00558,2.007,7030,211.5,2025,1550
0.008,1.6,14700,239.85,3163,2393
0.008,0.79,9800,128,989,2701
0.00558,1.359,6960,251.42,4035,2470
0.0104,3.8,19620,198.94,1538.9,1050
0.01,2,18000,344.93,3058,1252
0.00811,3,6990,276.1,4998.4,1725
0.0093,1.829,121,59.31,119.3,363
0.01,4.966,13720,232.03,1348,629
0.00803,6,9900,133.02,1999,890
0.0082,5.34,15690,220.38,1500,568
0.0078,6,9810,204.06,1001,400
0.0074,3.8,9800,281.97,4496,1163
0.0131,1.5,2059,37.1,452,2076
0.00999,0.6,2422,97.91,1013,4907
0.008,1.57,12750,117.84,1606,2269
0.0131,1.5,1157,41.79,728,2580
0.00607,0.79,7850,180.35,2199,3273
0.008,0.4,3020,128.79,4705,7874
0.00998,1.5,6963,199.38,972,2034
0.00801,3,9810,168.32,2000,1423
0.0108,3,13720,300.99,989,567
0.0128,0.914,6895,246.78,2766.2,2851.8
0.008,0.78,2940,168.81,3195,4816
0.00811,4,14010,315.83,501.2,220
0.00578,2,13720,281.07,1493,774
0.00807,0.785,14710,290.94,1597,1620
0.008,0.99,6860,196.62,4011,3890
0.01075,4,17650,341.87,2749,726
0.00585,5,13720,260.19,1499,373
0.011,6,14700,239.85,2182,809
0.00993,3.12,1098,135.33,730,915
0.01,2,14000,189.88,334,644
0.01075,5,17650,239.66,2033,961
0.00785,1,7100,76.21,1146.5,3338
0.00781,3,13930,238.76,1005,667
0.006,0.3,305,22.54,100,958
0.0126,3.66,6870,261.47,2605.6,1425
0.00622,0.914,10343,137.91,3823.9,5173.5
0.00394,3.12,873,60.95,1232,662
0.0151,6,9800,259.82,1443,753
0.00578,3,19610,135.77,3335,1968
0.008,2.23,12750,209.1,1614,1240
0.00811,3,17990,346.97,5021.3,1254
0.01001,3,12000,303.07,3465,1053
0.00801,3,9810,257.66,2000,939
0.00811,5,4990,163.92,1007.7,715
0.01075,6,14710,280.73,2783,775
0.0082,5.34,17650,301.67,1010,296
0.00811,3.66,11980,224.43,500.2,392
0.008,3.49,12750,93.76,2004,1458
0.00574,0.625,13720,78.57,1310,3532
0.00795,2,17650,158.71,2004,2011
0.008,0.393,1980,28.48,4897,11273
0.01001,4.966,19610,347.21,2104,480
0.01,2,8000,192.88,1391,1921
0.008,1,17650,220.17,979,1490
0.01,1,15690,95.33,499,1761
0.008,0.78,7850,275.19,994,2177
0.01001,3,16000,243.08,4762,2690
0.00394,1.04,3148,44.26,713,1530
0.01,4.966,9800,288.94,1543,529
0.00585,6,13720,158.07,4930,1280
0.0093,1.829,121,80.79,119.3,344
0.00776,2.08,990,125.7,744,984
0.0126,3.658,6956,265.37,3838.4,1758.3
0.0128,0.91,10343,276.69,1912,2221
0.00578,3,13720,219.33,4997,1891
0.01,1.25,628,60.59,494,1528
0.01,2,14000,180.96,1392,1622
0.00782,0.25,9800,198.8,2013,5891
0.00801,3,9810,245.61,3987,1542
0.00811,2,10000,210.78,552.1,895
0.00607,0.79,9800,180.64,2209,3173
0.0128,1.93,6895,205.3,935.6,1902.2
0.01,2,5000,168.91,5199,3481
0.0093,1.219,111,58.25,92.2,382
0.008,1.57,14700,280.65,1001,883
0.01,1,13720,142.84,1864,3778
0.0077,2.6,14710,311.38,2438.9,756
0.008,3.49,14710,242.72,2004,862
0.0082,5.34,19610,323.68,2310,529
0.00598,3.203,7015,285.97,2206.8,260.5
0.00585,5,9800,178.58,3308,966
0.00801,3,13730,274.45,500,359
0.011,6,12750,249.92,1606,576
0.006,1.2,107,29.45,199,489
0.0108,3,5880,240.28,498,714
0.01075,5,13720,240.22,2020,816
0.01001,3,11760,223.59,1977,1232
0.0131,3,3040,44.94,379,974
0.008,2.44,9800,270.88,2190,1160
0.00581,1,15690,157.89,3353,4350
0.008,0.78,14700,313.18,3999,2634
0.0128,0.91,6895,209.52,1898,3259
0.0074,3.8,17650,309.99,2500,709
0.008,2.44,12750,260.1,3191,1412
0.01,1.75,2991,44.17,144,512
0.00393,1,5001,56.97,2450,3753
0.00811,4,10000,210.34,1250.2,751
0.0151,4.018,4992,222.22,1510,1339
0.0082,5.37,13720,117.76,1510,798
0.0094,5.563,6964,255.36,5342.6,1369.1
0.00796,3,9810,204.06,2000,1226
0.00999,0.6,2648,95.29,951,4881
0.00799,1,6860,204.9,1001,2620
0.0078,7,17650,178,1008,381
0.0108,2,17650,158.24,1001,1349
0.00953,1.727,6964,229.09,4095.1,2522.7
0.008,2.23,17700,290.19,1625,913
0.00796,1,13730,241.8,4000,3890
0.0131,3,2658,43.2,702,1490
0.00775,1.008,13730,202.91,2000,2740
0.01,2,12000,312.79,6557,2164
0.00802,1.57,7840,144.82,1595,2389
0.01,2.5,1922,117.01,1468,1761
0.00581,1,5880,179.68,3353,3520
0.01,4.966,9800,288.38,602,373
0.00811,2,11990,224.96,6005.5,3491
0.0101,1.15,265,39.48,1105,2115
0.01,1.25,2638,114.52,745,2506
0.00581,1,15690,302.32,4998,2907
0.0104,3.8,9800,234.46,1112,767
0.01,1,14000,199.42,1057,2025
0.0152,2.456,5070,232.45,1560,1962
0.0108,3,9800,279.86,2769,1299
0.008,0.243,1990,73.98,2108,9371
0.008,1.57,14700,312.16,2208,1070
0.006,0.9,300,29.86,100,349
0.0131,3,1814,53.43,423,967
0.006,0.8,507,68.78,197,705
0.00811,5,3000,133.78,1248.5,796
0.01,2,12000,105.8,706,1366
0.00782,0.25,15690,238.73,1018,3485
0.007,0.56,6890,256.62,3041,3623
0.01,2,15690,175.32,379,646
0.01105,1,14710,281.71,962,1326
0.008,1.57,7850,206.52,3191,2567
0.00782,0.25,13720,138.83,1504,6346
0.0131,2.5,1402,31.98,363,1015
0.00785,1,9810,217.16,1032,2080
0.00384,0.8,12750,286.5,4991,2325
0.01,4.966,17650,256.69,641,330
0.00782,0.25,7840,179.32,2013,6403
0.00585,5,9800,279.86,3308,568
0.0151,3.962,6443,216.75,2230,1502
0.00393,1,3040,70.55,1559,2796
0.0134,3.658,18685,291.12,2031.4,1191.8
0.0151,4.017,4992,183.42,2250,1883
0.01001,4.966,19610,267.88,3936,1481
0.008,3.49,12750,244.86,999,576
0.0024,0.5,5100,49.8,1970,4100
0.00811,3,7000,186.05,1511.3,1344
0.00998,1,4021,124.13,407,1973
0.0128,1.93,6895,226.81,1939.1,2242.9
0.00801,3,9810,198.9,500,570
0.00798,6,12030,224.22,2001.9,646
0.0146,6,15690,321.57,1632,474
0.01,2,13720,198.99,860,1121
0.0082,5.34,15690,178.32,1500,657
0.00578,2,17650,301.67,1588,743
0.008,1.2,107,62.22,100,320
0.00998,0.4,3040,28.4,1234,6842
0.00785,1,6770,112.01,1028,2970
0.0151,6,13720,198.99,1026,697
0.00585,5,6860,139.07,3308,1150
0.00578,2,11760,96.84,1493,1540
0.01,2,14000,118.43,1573,2192
0.008,1.57,9800,148.22,2679,2931
0.0024,0.5,3100,51.19,1305,3180
0.01,2,17650,344.7,3056,1252
0.008,1.57,7850,256.05,4979,2269
0.00775,1.008,6960,219.94,2000,2740
0.01,2,824,96.09,990,1515
0.01075,4,17650,279.99,1010,479
0.01146,2.007,7000,278.69,2025,1850
0.01001,3,13720,233.54,872,668
0.00801,1,6860,62.04,500,2010
0.01,2,13720,187.17,938,1219
0.0152,2.366,6482,217.8,2200,2063
0.00801,1,17650,98.01,2000,3760
0.007,0.98,7093,243.26,3010,3116
0.008,1,14808,321.93,1775.7,1111.4
0.0101,1.15,216,33.4,383,1160
0.01075,6,11760,279.51,995,350
0.00811,5,5000,254.08,2507,803
0.00785,1,7060,237.2,1040,2370
0.00801,3,9810,144.11,1003,999
0.011,6,17700,301.7,2594,778
0.0108,3,13720,260.61,2781,1352
0.008,0.99,9810,245.61,3977,3200
0.01,2.25,1167,103.98,1074,1520
0.00801,1.002,13630,228.43,501,1030
0.00776,1.04,1393,94.72,365,1387
0.0134,3.658,4285,234.51,2019.5,1494.5
0.00811,2,14000,326.34,1248.2,615
0.008,1.57,9800,288.94,2685,1513
0.0102,3.658,6893,249.05,1423.8,1015.8
0.00801,1,9810,266.78,500,1230
0.00811,3.66,17990,337.03,500.2,188
0.007,0.98,9829,277.98,2913,2421
0.00578,3,7840,137.78,3335,1852
0.0051,2.6,9810,223.95,2500,1175
0.01,1,10000,137.09,1862,3915
0.00792,0.5,7840,98.72,993,4558
0.00801,3,13730,262.13,501,372
0.01,2,7000,273.1,1300,1457
0.00998,1.5,7796,90.1,478,1503
0.01,1,13720,193.78,1475,2646
0.01,1,2059,49.8,1884,4870
0.01,1,199,38.88,149,707
0.0093,1.829,119,89.82,119.3,318
0.01075,6,9800,258.8,2030,681
0.00803,6,9810,204.06,1997,680
0.0095,1.84,2758,91.11,1325.7,2492.45
0.00993,3.12,2010,106.42,456,772
0.00811,2,16030,337.85,2000.8,748
0.0108,2,17650,239.66,546,669
0.008,3.49,14710,316.27,2004,561
0.00622,0.91,6895,218.55,5451,4158
0.00811,3,7010,275.91,2506.2,1133
0.01,4.966,10000,290.38,1164,471
0.00951,3.05,6870,254.57,4055.6,1790
0.011,6,12750,320.44,3129,611
0.00803,3,7160,96.04,2001,1973
0.0151,4.016,6463,238.59,1490,1149
0.00581,1,9800,198.8,3353,3143
0.00581,1,14710,300.59,4998,2741
0.00578,3,13720,76.41,3335,2151
0.0112,3.66,10446,171.55,6522,3533
0.00935,2.007,7030,248.85,2025,1900
0.00585,4,19610,157.21,3308,1495
0.01,1,15690,117.53,1398,3468
0.008,1.57,4900,210.15,4951,3222
0.0078,6,9810,144.11,1995,800
0.008,0.78,7850,182.18,2662,4099
0.008,0.393,1010,75.38,4870,8346
0.008,5.03,17700,345.62,2693,486
0.008,1.57,9800,243.62,1601,1642
0.00811,3,14000,236.34,6037.3,2679
0.012,1.44,294,67,400,1380
0.00578,3,15690,157.89,1493,844
0.00921,3.66,6870,249.63,4055.6,1583
0.00778,6,13730,266.21,3927,890
0.01001,3,14000,309.86,451,331
0.0078,1.65,9810,259.09,3416.7,1932
0.01,1.25,1912,41.42,214,989
0.007,0.56,5421,249.93,2888,4142
0.00775,1.008,9810,177.53,2000,2940
0.008,1.4,310,62.34,59,163
0.00578,2,17650,279.99,1493,771
0.00607,0.79,17700,316.12,2699,1881
0.008,0.78,7850,67.75,1603,4618
0.0108,1,7840,137.78,1514,3512
0.011,6,9800,128,1024,718
0.00795,2,5880,119.37,985,1756
0.00574,0.625,13720,265.32,5260,4478
0.00811,5,7010,185.71,1251.6,767
0.00585,6,6860,159.37,3349,976
0.00776,2.08,873,115.42,461,738
0.01001,3,18000,337.81,821,365
0.0078,1.5,14710,169.3,1512,1744
0.0093,1.829,113,69.03,92.2,258
0.01,2,15690,193.67,842,1073
0.0101,0.6,216,43.92,135,992
0.00996,0.96,961,40.37,181,1069
0.01,1,13720,94.63,418,1609
0.01,2,7000,240.36,6039,2558
0.0131,3,1863,43.85,414,970
0.0126,3.66,6870,259.66,2480.6,1414
0.0126,2.74,6870,281.38,1275,1308
0.0134,3.658,6928,242.11,2039.6,1503.9
0.0128,1.93,6895,182.32,2739.1,2735
0.00811,3,16040,337.64,5015.3,1288
0.00803,3,13720,320.84,3324,842
0.00801,1,17650,289.2,1000,1100
0.00932,3.048,6929.2,244.74,2079.1,1316.476
0.0131,2,3530,34.61,391,1446
0.01075,6,6860,240.74,499,361
0.01262,2.743,6964,260.65,1328.9,1441
0.0077,1.65,19620,326.24,1305.6,744
0.0106,0.76,8267,164.87,1451,3880
0.0141,1.524,12407,261.39,1012.9,1498.4
0.0128,0.914,10343,234.95,2834,3627.8
0.00796,1,17650,281.97,4000,3520
0.008,0.78,7850,144.93,2217,4219
0.00775,1.008,9710,191.83,500,1370
0.0108,2,5880,179.68,1001,1907
0.0131,1.75,2991,31.94,331,1462
0.011,6,14700,321.25,1623,354
0.00775,1.008,6860,169.31,4000,4150
0.00801,3,13730,184.52,1000,768
0.00801,3,6860,232.02,500,564
0.00932,3.048,11135.1,198.93,1033.4,918.002
0.01001,3,14000,233.75,1156,844
0.008,1,13730,168.16,500,1290
0.00585,5,13720,320.84,3359,434
0.00998,3,7944,102.99,1892,2014
0.01,1,16000,102.04,432,1632
0.00578,3,17650,198.62,1493,765
0.0082,5.34,19610,322.51,1500,360
0.0146,6,15690,280.71,830,408
0.0104,3.8,15700,279.81,1730.6,709
0.00998,0.4,3040,28.4,1565,7477
0.00801,1,13730,72.42,500,1690
0.0146,6,15690,219.28,830,505
0.00801,1.002,13730,289.79,501,820
0.01,0.35,2390,22,2317.3,9380
0.0082,5.34,11760,260.33,2010,595
0.00802,1.57,7840,233.95,1595,1880
0.01,4.966,12000,224.17,1278,646
0.008,1.57,12750,157.18,1579,2006
0.01,2,15690,146.17,2045,2500
0.0108,3,11760,280.67,498,469
0.0141,0.991,11097,280.18,2025.9,2227.1
0.0129,0.96,2716,61.97,297,2036
0.0131,2.5,1628,41.5,584,1453
0.0151,3.962,6433,254.22,3830,1574
0.0141,1.524,11029,294.32,1627.2,1495.3
0.01,2,13720,111.1,1281,1860
0.00545,2.511,9570,303.9,5990,1451.4
0.0129,0.96,1393,50.09,205,1417
0.00998,1.5,6963,208.97,603,1523
0.00998,2,3040,97.02,1943,3028
0.008,6.05,7850,273.05,3200,747
0.0131,3,3226,56.83,1005,1963
0.00796,3,9810,218.26,2000,1186
0.00811,3,2000,111.59,2506.3,2007
0.00785,1,7100,60.88,367.7,1635
0.00998,1,6963,155.95,589,2350
0.00384,0.8,12750,276.42,7487,3323
0.00581,1,14710,159.53,1499,2121
0.008,1.57,12750,199,1001,1295
0.01,1,16000,125.63,1068,2902
0.0128,1.93,5171,229.27,2698,2647
0.00607,0.792,9800,249.71,3207,2710
0.00585,6,9800,239.59,3339,650
0.00393,1,3040,68.88,1982,3242
0.00801,3,9810,97.94,501,678
0.00811,3.66,16020,337.25,1514.3,369
0.0093,1.219,134,73.53,161.4,578
0.01075,6,13720,300.99,499,190
0.00601,1,3040,83.44,879,2620
0.00993,3.12,647,120.51,711,804
0.011,6,17700,322.17,2623,683
0.0104,3.8,11760,145.2,1995,1418
0.008,0.78,9800,244.67,5021,4057
0.00805,3,15690,279.73,1016,538
0.0104,3.8,17660,201.89,1700,1116
0.00585,5,9800,118.06,1499,652
0.01001,3,11760,303.76,4452,1318
0.008,1.57,2940,205.16,1007,1743
0.01,2,16000,196.66,843,1073
0.00993,3.12,745,91.54,276,495
0.00775,1.008,9900,218.23,500,1250
0.008,2.54,9800,267.89,2718,1243
0.00811,4,18020,347.03,2504.2,527
0.00805,10.94,17650,260.2,2036,341
0.00801,3,17650,269.52,4000,1788
0.008,2,14700,301.07,5006,2069
0.00795,2,7840,199.49,2804,2221
0.0101,1.15,265,31.58,503,1555
0.00776,1.04,2285,75.27,220,957
0.00585,5,9810,260.11,5000,1006
0.00805,2,13720,320.84,2009,755
0.01,1,15690,105.37,711,2227
0.00801,3,17650,337.07,2000,617
0.006,0.3,101.3,13.6,85.6,954
0.00601,1,7100,89.12,2142.5,3790
0.01,4.966,17650,257.74,2416,988
0.01,2,2393,69.56,363,989
0.0078,6,13730,172.33,2001,680
0.01,2,15690,189.56,637,889
0.0128,1.93,5171,223.02,5424,2845
0.0082,5.34,15690,339.68,2283,345
0.00795,2,11760,238.96,2004,1360
0.01,4.966,16000,326.94,1915,454
0.00796,1,17650,335.2,2000,1340
0.00384,1.55,9800,281.97,3960,1376
0.01,2,13720,110.15,1596,2243
0.00801,3,13730,136.8,2000,1456
0.0113,1.829,6929,229.56,3383.2,2388
0.00922,3.658,6957,238.42,5478.2,2040.1
0.00607,1,1177,55.53,753,1990
0.00581,1,6860,120.21,5072,5462
0.01,4.966,9800,208.65,1235,695
0.00799,1,13730,183.6,2008,3100
0.008,0.97,9800,239.59,1590,2198
0.00999,0.6,2628,68.85,498,3893
0.00384,0.8,7850,211.63,3936,3052
0.00781,3,17460,211.04,3975,2333
0.0104,3.8,19610,269.32,2999,1395
0.00993,1.04,1030,127.72,220,1044
0.01001,3,20000,345.66,1858,686
0.00578,2,6860,98.13,4997,3337
0.00872,0.666,7840,77.7,2326,6363
0.00811,3.66,18000,257.31,5014.2,2124
0.00585,5,13720,280.49,3359,625
0.0108,3,17650,97.06,498,689
0.0131,1.75,1991,51.77,1116,2992
0.008,0.78,9800,138.13,2222,4325
0.01146,1.727,7030,277.07,2025,2030
0.00601,1,1128,64.51,703,2000
0.01075,6,6860,180.08,499,419
0.01,4.966,15690,323.97,2589,622
0.0048,0.386,200,70.21,300,1195
0.008,0.78,9800,149.16,1603,3598
0.01,2.25,1540,50.37,195,506
0.01,1,2059,52.91,474,2313
0.0077,1.555,9800,286.51,1486,1290
0.01,2,9000,212.37,400,877
0.008,5.03,14700,281.63,2709,704
0.0141,0.991,11029,245.97,2034,2899.1
0.00782,0.25,9800,177.44,1013,4792
0.01075,6,11760,299.7,499,229
0.00803,4,15690,280.71,2787,924
0.011,6,12750,270.26,3161,876
0.00803,6,13720,304.03,999,225
0.01,4.966,10000,291.49,3323,919
0.008,1.57,2940,133.73,1007,2066
0.008,5.03,9800,279.86,2693,644
0.01,1.75,2511,43.41,147,514
0.00803,3,17650,112.12,1005,946
0.0077,2.6,14710,276.59,3663,1488
0.0151,6,14710,260.17,775,454
0.00384,0.799,9800,223.2,4054,2920
0.01,2.5,863,60.21,411,776
0.00811,5,5000,164.07,3001.2,1347
0.01,2,16000,207.05,1283,1404
0.00581,1,17650,197.48,1499,1903
0.00585,6,9800,179.04,1499,446
0.00607,0.79,9800,201.95,3995,4054
0.00998,1.5,4021,94.5,442,1526
0.00578,2,6860,279.58,4997,1789
0.00785,1,3040,66.01,368,1635
0.00585,6,17650,76.89,3370,1230
0.0078,6,9810,202.94,1995,630
0.0082,1.65,5880,256.23,2220,1965
0.00998,2.5,4511,104.87,1559,2374
0.0082,5.34,19610,332.84,1010,241
0.0131,2.25,1373,30.46,311,1003
0.00801,3,9810,125.97,501,624
0.00607,0.792,14710,302.22,4963,2940
0.008,5.03,14700,304.13,2709,598
0.00798,6,13980,326.36,2519.6,359
0.0146,6,15690,280.71,1514,622
0.01001,3,12000,230.92,5064,2480
0.00998,2,5001,141.06,2442,2933
0.00778,6,6960,131.1,2006,960
0.00785,1,3040,65.05,504,2168
0.00585,4,6860,160.29,3328,1382
0.00578,2,14710,158.13,1493,1219
0.008,0.78,2940,169.96,1739,4383
0.01,1.75,2952,44.31,144,519
0.00585,4,19610,279.86,1499,444
0.01,1,3177,128.63,945,3485
0.0108,1,5880,198.9,1517,3292
0.00805,10.94,6860,159.3,2016,506
0.0108,2,13720,198.31,1511,1616
0.00607,1,4021,30.87,714,2503
0.0108,1.36,6870,251.28,1016.7,2105
0.008,1,17650,335.2,2007,1350
0.00578,3,5880,99.43,1493,1250
0.00801,1,6860,222.08,4000,3100
0.00801,3,9810,264.77,1009,665
0.0134,3.658,3871,220.67,1938.9,1510.2
0.00776,2.08,2452,96.24,347,727
0.0082,6,13720,49.23,1000,619
0.0131,2,2059,28.72,258,1006
0.0131,2.5,1961,29.39,335,1009
0.00805,10.94,13720,198.9,2033,385
0.008,0.393,1420,53.92,4768,9425
0.00785,1,6770,77.21,1987,4310
0.00578,3,11760,96.84,1493,1064
0.008,1,17650,199.53,500,1070
0.00585,6,11760,117.09,4910,1430
0.01,0.35,1310,20.4,2673.8,9460
0.00801,1.002,6860,214.86,501,1580
0.008,0.99,13730,181.54,3994,5460
0.01001,3,14000,235.26,876,669
0.0082,5.34,11760,315.53,2289,400
0.00801,3,9810,204.06,2012,1323
0.00811,4,3000,223.59,1505.7,797
0.00782,3,10000,109.87,2000,1696
0.008,2.54,7850,165.18,1595,1560
0.00993,2.08,628,86.36,685,1099
0.0108,3,6860,240.1,1993,1500
0.008,1,13730,310.03,501,840
0.00778,6,9900,124.99,1990,870
0.00393,1.5,7100,60.64,3742.5,3184
0.00781,3,13830,186.55,998,751
0.00607,0.792,9800,143.07,2707,4130
0.01,2,7000,155.69,3529,3137
0.00801,3,17650,168.97,496,452
0.003,0.5,7100,52.72,1831,4270
0.01,1,4021,39.26,1239,4321
0.01075,5,5880,200.02,2024,1111
0.01,2,7000,275.62,6970,2311
0.008,1.97,4900,244.32,1573,1617
0.00622,0.914,6895,240.07,5261.3,3722.4
0.00585,5,19610,258.94,3359,873
0.01,2,13720,325.62,4206,1538
0.00801,1,9810,279.94,1000,1590
0.00993,3.12,2059,138.6,499,785
0.00781,3,13530,217.24,969,656
0.008,0.78,2940,200.05,2222,4134
0.00782,0.25,13720,157.13,1013,4774
0.00607,0.79,12750,280.53,7539,4472
0.00585,4,13720,178.46,5013,1770
0.00581,1,7840,179.78,3353,3425
0.01,1,1098,75.66,646,2488
0.0108,2,13720,219.33,1095,1221
0.0104,3.8,19610,247.71,2767,1477
0.00785,1,7100,74.78,1744.2,3978
0.00771,6,10000,154.19,1026,510
0.01001,3,10000,214.55,3850,1974
0.008,3.49,2940,146.82,1005,938
0.0077,2.6,11790,289.86,1500,745
0.0131,3,1912,48.36,415,970
0.00798,6,17990,346.85,1517.8,217
0.00801,6,9810,126.92,501,330
0.01,4.966,11760,304.81,4772,1140
0.006,1.65,508,29.16,101,198
0.00578,3,13720,260.19,5029,1600
0.006,0.3,101.3,12.2,17.7,198
0.008,1.6,14700,260.3,2740,1867
0.01075,6,15690,280.71,992,357
0.008,0.99,6860,252.2,2014,2710
0.00778,6,13830,222.48,1035,400
0.00803,6,13720,314.02,1997,352
0.00805,0.5,11760,259.3,2004,3211
0.01001,3,16000,240.29,3374,1990
0.00803,3,17650,322.14,2809,965
0.01075,6,14710,321.16,1537,365
0.00805,10.94,17650,137.3,2002,526
0.0151,6,9800,239.59,770,561
0.008,0.78,9800,275.98,4988,2986
0.00998,3,6963,133.26,1892,2019
0.00585,6,11760,238.96,5003,1031
0.0113,1.829,6895,273.79,1358.7,1659.3
0.00811,3,7000,276.2,1529.9,907
0.00775,1.008,9810,270.96,4000,2350
0.00578,2,11760,238.96,5029,2068
0.00998,1.5,9415,90.04,514,1525
0.00578,3,17650,219.06,4997,2244
0.008,1.6,7850,220.86,2707,2236
0.0077,2.6,14710,309.83,3527.8,1116
0.0095,1.84,5516,91.67,666.9,1741.56
0.00792,0.5,7840,159.51,2786,5721
0.00585,5,17650,198.62,5003,1546
0.00801,3,6860,203.79,501,591
0.0151,3.179,4992,246.77,2260,1750
0.0131,2.25,2187,30.66,289,1000
0.00805,1,13720,300.99,1507,1325
0.00585,4,15690,198.66,1499,600
0.00622,0.914,10343,163.15,3688.3,4763.4
0.00773,1.65,17650,210.35,948,1000
0.01,2,11760,100.9,708,1366
0.00578,2,9800,178.58,4997,2574
0.008,6.05,7850,251.11,2681,745
0.00578,2,7840,179.32,1493,1437
0.00998,2,9905,72.83,708,1500
0.00399,0.5,5880,138.45,4444,5310
0.00581,1,5880,100.39,1499,3328
0.00781,3,6860,166.31,3960,2318
0.00811,2,12000,314.76,1260.2,705
0.0113,1.829,10446,285.41,3301.9,1495.3
0.00585,6,13720,238.72,4982,1015
0.011,6,17700,311.96,2258,609
0.006,0.68,101.3,32.7,411,1355
0.008,1.57,9800,279.86,4979,1915
0.0101,1.15,314,31.22,565,1681
0.00585,5,17650,157.77,5003,1721
0.01,1,12000,101.51,587,2106
0.00801,1.002,9810,168.32,502,1520
0.00802,1.57,7840,162.98,1001,1850
0.01075,5,6860,240.1,2017,946
0.0104,3.8,14710,315.27,2679,767
0.008,1.8,2991,137.35,1004,1770
0.00803,6,6860,74.97,990,690
0.00801,3,6860,174.36,2000,1472
0.0093,1.219,112,83.8,92.2,373
0.01,4.966,17650,255.22,2717,1116
0.00799,3,9810,143.17,996,1000
0.00935,2.007,7000,281.15,2025,1620
0.008,3.49,17660,205.73,999,619
0.0126,3.658,6965,264.47,3782.3,1741.7
0.0126,4.877,6892,221.14,961.6,870.9
0.00795,2,5880,139.86,1439,2011
0.0126,2.438,7023,221.73,1330.2,1801.8
0.0082,5.37,13720,209.1,1505,608
0.008,3,17650,187.44,2000,1369
0.0051,2.6,11790,143.6,3444.4,1745
0.00399,0.5,7840,218.78,4444,3954
0.008,1,6860,250.14,1995,2450
0.00802,1.57,7840,164.14,1606,2280
0.00805,0.5,11760,279.51,3330,3628
0.0082,5.34,13720,320.84,1973,395
0.00796,3,9810,160.22,2000,1466
0.00558,0.432,7100,211.4,4105,5460
0.011,6,9800,299.79,2720,649
0.00796,1,6860,271.29,2000,2290
0.008,1.57,9800,188.63,2234,2278
0.0051,2.6,11790,163.22,3916.7,1745
0.01,2,14000,326.49,3862,1412
0.01,0.35,2130,55.5,2673.8,8530
0.00776,3.12,1814,171.05,482,561
