m.1,kPa,kg m-2s-1,Â°C,m,kW m-2
1.75,961,244,30.79,0.0131,989
5.563,6723,1356,217.69,0.01262,870.4
1.57,17650,1018,112.12,0.00802,1470
6,17650,2030,280.98,0.01075,673
1.75,1804,1146,51.7,0.0131,2976
2.6,11760,3414,135.08,0.0051,1732
3.048,14030.9,1026.7,324.74,0.00932,444.185
5.34,13720,1994,260.19,0.0082,595
4.966,14000,1044,235.91,0.01,519
1.27,11097,3387.3,297.56,0.0141,2012.6
2,18000,247,111.1,0.01,536
1.5,1775,126,40.54,0.01,521
3.66,5000,1503.1,254.08,0.00811,874
1.008,7060,1000,239.11,0.00775,2190
3,13730,2000,242.87,0.008,1008
2,5880,1493,200.02,0.00578,1453
6,15690,5003,239.81,0.00585,1121
1,15690,1507,322.54,0.00805,1060
1.93,10343,5396.9,190.25,0.0128,4731.9
3,14710,1517,281.71,0.0108,871
3,17650,4000,240.74,0.00782,2035
1.57,4900,1001,220.23,0.008,1763
3,6860,500,256.3,0.00801,533
5,7850,1008.3,220.42,0.0107,709
0.79,7850,4014,287.13,0.00607,2385
1,7944,690,146.68,0.00998,2404
2,17650,2374,346.54,0.01,992
0.25,11760,1504,177.73,0.00782,5607
2,16060,2006.5,246.57,0.00811,1470
0.8,131,245,31.98,0.008,965
1.57,2940,2201,175.91,0.008,2840
4,9990,1507.1,212.02,0.00811,838
0.6,314,114,40.07,0.0101,985
3.8,11790,1500,175.02,0.0104,1082
6,15690,2031,321.57,0.0146,618
1.93,10343,1302,188.2,0.0129,1975
3.048,13961.9,4136.5,274.12,0.00932,1638.66
1,13730,1513.9,179.93,0.0108,2871
3,9810,996,264.77,0.00799,671
4.966,10000,707,291.12,0.01,395
3,15690,576,325.07,0.01001,330
2,11760,2009,298.8,0.00805,1017
1,9810,1513.9,240.11,0.0108,2393
3,13730,2000,56.31,0.00796,1826
3,17850,1021,163.71,0.00781,815
0.6,314,114,40.07,0.0101,985
1,17650,1007,280.98,0.0108,1275
2,16000,255,126.58,0.01,562
1.5,9415,803,91,0.00998,1993
1,6860,2000,240.1,0.00796,2600
6,17650,2001,186.29,0.00778,760
3.05,6870,4111.1,252.52,0.00951,1895
5.182,6895,1356,264.14,0.00617,521.8
3,6860,1000,102.18,0.00801,1203
0.96,2305,1063,143.65,0.0129,3944
3.048,11273,4135.1,269.34,0.00932,1388.037
1,15690,825,185.9,0.01,1914
2.25,2648,1330,137.1,0.01,1999
0.78,17700,3189,274.82,0.008,3383
1.57,17700,2217,310.9,0.008,1295
3,7850,497.2,260.12,0.0108,651
0.96,2099,1464,126.27,0.00996,3943
1.93,7030,1130,271.65,0.0128,1686
2,11760,1493,156.43,0.00578,1303
4.966,12000,485,225.48,0.01,340
5.34,17650,1494,197.48,0.0082,624
0.96,2707,292,64.64,0.0129,2010
3.12,2579,575,144.91,0.00993,908
0.6,2040,1096,95.12,0.00999,4896
0.78,4900,3211,241.39,0.008,3474
4,11760,1499,218.54,0.00585,579
5,6860,1499,139.07,0.00585,688
1,604,102,52.55,0.01,599
2.6,14710,2380.6,309.83,0.0077,768
1,719,128,26.25,0.012,827
0.8,7850,3936,240.01,0.00384,2782
0.79,9800,5004,219.26,0.00607,4253
4.966,17650,2338,337.63,0.01,550
5.182,6895,1356,245.53,0.00617,528.1
3.12,3119,842,59.48,0.00394,641
3,12000,4212,304.64,0.01001,1255
1.57,7850,2206,244.02,0.008,2016
1.84,13790,4054.1,314.44,0.0095,1568.04
4.966,13720,4096,237.64,0.01,1506
1.5,4021,442,94.98,0.00998,1527
3.49,14710,999,76.43,0.008,900
0.79,9800,3208,289.86,0.00607,2034
6,6960,2010,67.09,0.00778,1090
3,18000,1437,260.66,0.01001,892
0.5,604,60,77.63,0.01,589
0.79,17700,2199,281.01,0.00607,2067
1.97,4900,1579,207.05,0.008,1855
1.57,7850,2718,194.42,0.008,2557
1.359,7170,4050,209.09,0.00935,3280
0.625,13720,5260,103.71,0.00574,8358
2.25,1569,548,39.11,0.0131,1475
1,14727,600.9,289.89,0.008,819.5
3,6963,818,219.75,0.00998,1005
2.6,9810,2972.2,241.81,0.0051,1163
2,13720,2692,127.73,0.01,3268
0.79,7850,2209,252.14,0.00607,2625
0.393,2010,4747,80.73,0.008,9075
3.048,18029.8,2071,297.49,0.00932,981.367
0.6,2834,411,54.26,0.00999,3435
3,9800,3314,199.48,0.00578,1418
1,14000,1048,186.69,0.01,2188
1.5,3550,292,29.46,0.0131,1487
1,9810,2000,268.78,0.00801,1780
1,8000,2265,101.48,0.01,5060
4,15690,1010,77.34,0.01075,962
3.658,6826,3810.4,263.82,0.01262,1748.9
5.34,13720,2015,201.02,0.0082,774
0.96,2256,1974,130.98,0.00996,4277
2.5,1008,996,150.82,0.008,958
6,11760,2799,283.56,0.0082,572
3,7000,971,178.52,0.01001,1236
2,5880,2004,159.9,0.00795,2360
4.966,16000,1506,243.93,0.01,630
1,4021,204,49.09,0.01,1184
2,3000,401,131.67,0.01,977
0.79,12750,4936,311.69,0.00607,2107
3.49,14710,999,240.8,0.008,561
1.829,6895,4122.2,220.3,0.00617,2432.2
3,2216,729,45.78,0.0131,1487
3.658,6847,1314.2,242.28,0.0126,1181.9
3.49,9810,2004,263.76,0.008,909
4,2000,499.2,111.83,0.00811,556
1,15690,3353,177.86,0.00581,4037
3,13730,2000,113.57,0.00801,1583
1,14710,1499,117.09,0.00581,2434
10.94,17650,2036,321.1,0.00805,259
1.524,11029,2031.3,297.58,0.0141,1454.3
3.8,15690,605,127.51,0.0104,721
3.658,6998,1322.2,253.88,0.0126,1134.9
1,6990,3032,274.75,0.00811,2501
5.34,15690,1500,138.63,0.0082,751
1,5880,1499,220.12,0.00581,2350
2,2059,3183,59.85,0.01,4092
1.57,9800,2201,214.19,0.008,2066
3,17650,501,150.5,0.00801,482
3.658,1090,2052.6,166.56,0.0134,1448.1
5.37,11760,1510,157.36,0.0082,747
1.727,7030,2025,281.45,0.00935,1880
1.5,2216,121,41.22,0.01,520
3.178,4992,1510,231.36,0.0151,1609
1,13720,1705,207.54,0.01,2737
1.57,12750,2201,158.35,0.008,2501
4,7850,2016.7,198.92,0.0107,1349
0.914,6895,7417.3,222.26,0.00622,4731.9
2,9800,2004,97.83,0.00795,2395
3,5001,997,93.78,0.00998,1501
0.8,205,149,38.16,0.006,533
1,5100,1485.2,66.09,0.00601,3700
1.65,19610,2291,322.51,0.00785,1256
0.318,13720,3465,225.48,0.00475,5740
4.966,10000,2195,210.12,0.01,1047
3,11760,4997,238.96,0.00578,1688
4,9800,4972,218.16,0.00585,1477
1.57,17700,501,234.48,0.008,650
1,15690,1139,187.05,0.01,2245
2,5001,1445,125.55,0.00998,2424
2,9800,722,96.88,0.01,1503
2,10000,580,99.15,0.01,1291
1,10000,1997,135.44,0.01,4066
1.75,2050,940,113.89,0.01,2016
0.96,2638,722,126.78,0.0129,3512
1,7100,1818.7,89.12,0.00601,3480
4.991,4060,133,238.34,0.015,165
2,12750,4984,280.53,0.008,2053
3.658,6964,5491.8,229.09,0.0094,2093.7
0.97,12750,3989,257.01,0.008,3443
1,906,102,94.07,0.01,555
2.44,17700,3180,338.1,0.008,1056
0.99,9810,1012,249.59,0.008,1700
1,9800,962,118.06,0.01105,2898
1.97,4900,1568,182.8,0.008,1991
3.05,6870,4055.6,207.02,0.00951,2160
3.658,1028,2040.4,126.7,0.0134,1774.4
3,15690,1511,301.41,0.0108,745
4,13720,4982,98.69,0.00585,2221
6,6860,2001,133.19,0.0078,890
1.2,514,101,28.66,0.008,341
6,13720,2773,259.16,0.01075,830
3,9800,5945,212.42,0.01001,2756
0.79,9800,7568,270.88,0.00607,3756
4,15690,1509,323.49,0.00803,379
0.56,6992,2889,259.12,0.007,3685
3.49,4900,999,212.13,0.008,857
6,13730,1001,173.25,0.0078,400
1.2,109,149,63.7,0.008,448
1.6,14700,3191,214.26,0.008,2739
1,9810,2000,134.94,0.00801,3370
2.08,2873,626,112.77,0.00776,1158
0.97,9800,3994,269.88,0.008,2600
6,11760,1915,299.7,0.0151,654
6,9810,1997,252.71,0.00803,540
4.966,11760,549,301.83,0.01,248
1.6,14700,3978,280.65,0.008,2228
2.44,12750,3989,320.44,0.008,1009
5.8,13720,1013,321.79,0.0108,259
2,17650,999,322.14,0.00805,571
5,9800,4982,239.59,0.00585,1093
2.438,6893,4230.7,215.46,0.0102,2397.5
1.57,14700,3191,330.83,0.008,1151
1,9810,996,264.77,0.00799,1730
5.34,9800,1999,270.88,0.0082,554
6,6860,1998,207.79,0.00803,760
2.007,7090,2025,280.9,0.00935,1630
3.658,15587,2041.2,298.81,0.0134,980.5
0.25,11760,1990,218.54,0.00782,5387
1.83,6870,1436.1,200.11,0.0126,2290
2.08,1952,277,95.57,0.00776,602
0.99,6860,1007,121.16,0.008,2790
1.65,9800,3020,267.89,0.00782,1744
1,2059,1126,51.95,0.01,3844
3,17550,1074,297.52,0.00785,493
1.93,7030,3810,183.89,0.0128,3219
2.08,716,382,128.43,0.00993,764
15,13720,2008,290.8,0.00805,181
5.34,13720,1973,310.99,0.0082,436
3,9800,1996,238.53,0.0108,1367
5.03,12750,2682,278.38,0.008,649
2,11760,1108,113.05,0.01,1778
0.78,4900,2679,220.23,0.008,3779
6,9800,1009,107.84,0.011,755
1,11760,2730,238.96,0.0108,3285
1,13730,2000,202.01,0.00796,2780
0.96,2432,1864,126.06,0.00996,4335
6,17550,2001,208.97,0.00778,690
3,6860,4997,98.13,0.00578,2709
0.79,4900,983,74.61,0.008,3772
1,11760,1514,98.04,0.0108,3942
2,12000,2131,215.15,0.01,1849
1,6860,1007,159.37,0.0108,2871
4,5880,1010,178.77,0.01075,1032
1,404,98,37.68,0.008,439
1.219,191,298.3,50.97,0.0093,990
1.73,6870,1977.8,207.68,0.00925,2315
5,16010,751.7,247.64,0.00811,335
1,13730,1000,76.51,0.00801,2430
3.8,9810,2419.4,300.22,0.0104,756
3.49,14710,1005,298.03,0.008,440
6,10300,2072,148.05,0.00771,840
1,6963,1099,95.81,0.00998,3344
1.57,9800,1573,119.95,0.008,2383
6,7260,1047,166.37,0.00778,590
3,15690,1487,321.57,0.00803,504
1.5,7944,1739,130.71,0.00998,2992
3.048,7101.6,957.5,206.46,0.00932,1074.681
3,5000,886,239.78,0.01001,1021
3,7850,1511.1,198.92,0.0108,1502
0.2,1366,5459.2,22.2,0.0025,13078
4,13720,1519,158.53,0.01075,1049
3,17650,3335,157.77,0.00578,1834
2.08,1697,433,122.71,0.00993,1070
5,18000,3000.1,256.48,0.00811,1030
2,5880,1996,240.28,0.0108,2116
1.44,294,500,59,0.012,1650
2,18020,1257.7,256.45,0.00811,961
3,12000,5407,223.3,0.01001,2745
6,9800,1023,239.59,0.0151,667
1,3040,2138,68.4,0.00393,3350
0.96,3089,2331,142.36,0.00996,4496
4,11760,4992,96.84,0.00585,2063
3.8,17650,2123,321.15,0.0104,732
1.93,6895,1953,204.19,0.0128,2426
0.799,7840,7460,215.71,0.00384,4200
0.25,14710,1504,239.72,0.00782,4319
2,10000,662,103.21,0.01,1420
0.78,4900,1623,180.75,0.008,3883
6,14710,1000,158.13,0.00787,452
2.08,3501,1540,55.16,0.00394,1426
1.524,11029,980.4,280.21,0.0141,1451.1
1,9800,5051,76.79,0.00581,7222
1.57,4900,1007,253.2,0.008,1588
3.66,2990,3003.4,133.58,0.00811,1862
4.005,6983,2190.9,285.66,0.00598,491.6
1.57,2940,3989,210.24,0.008,3098
4.005,6977,2182.9,285.61,0.00598,236.4
0.78,9800,1599,128,0.008,3851
0.5,7100,1321,52.72,0.003,3670
2.6,11760,3917,160.39,0.0051,1744
3.12,2471,254,122.97,0.00776,340
6,10000,1979,88.88,0.00771,970
1,17650,2000,162.68,0.00801,3120
0.6,198,99,34.89,0.012,860
1.4,2989,2001,196.99,0.008,2452
3,6860,498,179.4,0.0108,812
6,15690,1638,239.81,0.0146,781
1.57,7850,1059,193.52,0.008,1844
1.645,15690,2824,286.37,0.008,1767
0.98,7498,2936,278.96,0.007,2796
3,10000,3211,215.65,0.01001,1750
5.8,11760,1004,239.81,0.0108,447
1.219,114,92.2,74.77,0.0093,387
1,3040,4131,96.3,0.00601,5447
0.79,7850,3208,206.52,0.00607,3458
6,9800,1010,218.16,0.01075,541
3.05,6870,4194.4,204.79,0.00951,2205
1.25,2932,1501,125.1,0.01,3514
1.4,996,1017,123.15,0.008,1772
1.008,6770,500,161.3,0.00775,1720
2.08,912,450,114.04,0.00776,737
4,7840,3308,139.9,0.00585,1443
10.94,6860,1508,199.7,0.00805,404
2,14000,2269,124.13,0.01,2850
1.219,121,119.3,97.44,0.0093,485
2.23,17700,1625,209.93,0.008,1317
0.78,7850,4999,225.86,0.008,4323
2,12000,3083,232.22,0.01,2257
0.91,10343,1383,200.64,0.0128,2912
2,14000,724,199.64,0.01,1014
1.5,1785,768,103.36,0.01,2028
1.75,3236,1286,134.94,0.01,2494
2.6,17660,4777.8,260.33,0.0051,1790
0.96,1255,212,51.91,0.0129,1450
3,17550,1018,183.27,0.00781,751
1,16000,1256,127.29,0.01,3023
3,11760,2014,259.3,0.00803,915
2,18000,864,113.01,0.01,1354
0.79,12750,3189,261.13,0.00607,2577
4,6860,1536,38.75,0.00578,1106
3.49,14710,2004,119.7,0.008,1389
3.658,6895,2725.6,236.25,0.00617,1051.4
3,6860,2000,135.07,0.00801,1696
1.555,13720,1498,299.36,0.0077,1046
1.93,5270,3796,251.76,0.0128,2640
1,11760,962,157.36,0.01105,2476
3.8,9810,2805.6,259.29,0.0104,1118
3,9810,4000,227.43,0.00795,1659
6,13720,1537,199.44,0.01075,694
1.5,5100,3042.4,63.22,0.00393,2983
6,11760,1933,309.77,0.0151,622
3,5880,4997,138.45,0.00578,2477
6,14700,3103,301.07,0.011,774
3.49,17660,999,229.52,0.008,567
6,13730,1006,143.87,0.0078,440
1.27,8616,1627.2,284.29,0.0141,1952.7
1,13720,648,99.65,0.01,2093
2.08,667,663,84.54,0.00993,1102
1,14000,495,99.84,0.01,1753
6,12750,1600,209.1,0.011,686
0.97,12750,3972,277.4,0.008,2911
2.23,17700,1625,248.9,0.008,1134
6,15690,835,117.53,0.0146,671
0.25,14710,1990,239.72,0.00782,4831
3,13730,1009,324.63,0.00801,409
2,10000,424,181.69,0.01,890
1,930,100,30.51,0.012,633
5.8,13720,1489,325.17,0.0108,332
4.966,19610,1554,262.71,0.01001,669
0.68,101.3,63.6,30.6,0.006,306
0.792,7840,3216,275.1,0.00607,2480
4,16010,4019,337.19,0.00811,859
2,7840,2004,179.32,0.00795,2081
4.966,17650,4050,336.07,0.01,983
1,14000,2561,204.15,0.01,3801
2,13720,361,100.6,0.01,814
0.79,9800,2708,250.75,0.00607,2511
1,16000,309,104.19,0.01,1264
3.658,18009,2049.5,289.69,0.0134,1198.1
4,17650,1010,300.56,0.01075,434
1.44,294,400,108,0.012,1250
3,9800,4944,259.82,0.00578,1584
1,17650,1507,322.14,0.00805,1082
3.8,17650,622,125.22,0.0104,686
2,7840,4997,279.14,0.00578,1800
4,11760,1499,157.36,0.00585,724
4,9800,1499,158.26,0.00585,741
3,14710,1999,239.72,0.00787,979
2,7000,2251,164.27,0.01,2592
3,13720,1493,319.89,0.00578,409
6,13530,1999,270.27,0.00803,490
1.84,13790,675,286.11,0.0095,694.1
4,17650,993,301.67,0.00803,358
4,15690,4972,199.79,0.00585,1778
1,17650,1007,197.48,0.0108,1789
6,6860,1537,260.16,0.01075,647
1.6,14700,3169,280.65,0.008,1850
1.57,9800,3169,207.98,0.008,2479
2.5,2550,322,29.47,0.0131,1007
6,14700,2693,321.25,0.011,563
2.08,1481,1219,57.95,0.00394,1023
1.727,6964,4230.7,181.07,0.00953,3289.9
3,6860,3335,240.1,0.00578,1271
1.219,117,119.3,97.18,0.0093,452
3.8,17660,2250,121.75,0.0104,1860
3.49,4900,2004,240.34,0.008,1037
1.829,136,162.7,85.17,0.0093,408
5.37,14710,2010,198.86,0.0082,776
0.5,7840,2019,59.73,0.00792,6908
2.74,6870,1355.6,209.9,0.0126,1730
1,7840,1514,118.67,0.0108,3663
4,14000,5998.8,235.69,0.00811,2202
2,18020,2505.7,256.66,0.00811,1790
2,17650,786,106.15,0.01,1286
0.5,7840,1495,99.19,0.00792,5687
0.96,677,325,49.1,0.00996,1532
2,7840,2804,260.22,0.00795,1767
5.34,9800,1500,159.19,0.0082,775
2.08,2667,484,109.96,0.00776,957
10.94,9800,1008,218.1,0.00805,238
0.78,4900,2217,158.69,0.008,4235
2,11760,3441,177.73,0.00578,2068
1,15690,687,101.31,0.01,2302
1.2,294,300,108,0.012,1180
1,10000,433,97.24,0.01,1940
3.8,9800,5943,304.82,0.0074,1174
1.002,6860,501,199.77,0.00801,1690
3.658,6893,4298.5,201.94,0.0102,2101
1.65,19610,3248,327.13,0.00783,1546
4,14000,6077.1,327.38,0.00811,1306
1.219,188,301,71.49,0.0093,867
5.37,14710,1026,218.34,0.0082,445
0.792,14710,4992,331.75,0.00607,2060
1.35,107,100,28.97,0.006,225
3.658,7033,1993.3,247.64,0.01262,1360.3
2.51,4900,996,211.25,0.008,1155
5,13720,2828,300.99,0.01075,747
3.8,9810,1488.9,254.98,0.0074,698
3,9610,2000,231.39,0.00782,1153
3.177,4992,1520,215.78,0.0151,1721
3.12,1863,854,120.77,0.00776,850
5,19610,1010,301.73,0.01075,381
1,15690,421,94.37,0.01,1588
2,10000,5223,236.96,0.01,2923
3,17650,995,117.13,0.0108,1124
0.79,2940,989,191.09,0.008,3177
0.8,698,198,81.18,0.006,707
5,7850,2027.8,240.01,0.0107,938
1,525,997,60.11,0.008,2363
3.49,14710,999,206.97,0.008,619
1.57,12750,3978,261.13,0.008,2390
3,17650,2000,265.42,0.00801,980
7,17650,2766,342.79,0.0078,422
3,9810,4000,208.08,0.00801,1823
2,5880,2004,119.37,0.00795,2663
5,19610,1499,258.94,0.00585,403
6,14710,2016,218.34,0.00787,641
0.79,17700,3189,318.17,0.00607,2087
1,15690,906,185.9,0.01,2042
6,15690,1091,260.3,0.0146,536
2,1079,1834,52.87,0.01,2722
0.96,2079,1098,144.96,0.0129,3944
6,17750,3939,289.26,0.00778,1000
1.93,6895,1898.4,94.75,0.0128,3119.9
6,14700,997,311.31,0.011,277
1,13720,241,149.88,0.01,1016
2.51,4900,990,231.23,0.008,1077
2,17650,5082,198.62,0.00578,3187
1,3040,2470,90.35,0.00601,4555
2,13720,4966,117.76,0.00578,3756
4.877,6727,953.6,257.73,0.0126,765.1
1,6860,2007,166.31,0.008,3470
4,14710,2783,265.31,0.01075,1197
4,5880,1499,179.68,0.00585,817
3,17550,4021,287.21,0.00781,1685
1.002,6860,501,184.64,0.00801,1750
6,6770,2004,148.28,0.00803,920
5.34,15690,2010,209.03,0.0082,754
0.393,1970,4813,125.88,0.008,7760
3,17650,500,321.15,0.008,275
1,9810,1000,89.82,0.00796,2480
3.178,4992,2230,230.87,0.0151,1895
4,13720,4982,118.71,0.00585,2139
1.55,7850,4008,247.99,0.00384,1703
0.6,1697,553,69.98,0.00999,3867
1,9810,1968,175.47,0.008,3160
3.8,14710,2211,301.14,0.0104,744
1.7,13720,2810,267.35,0.0048,1244
1.55,12750,3960,279.56,0.00384,1360
0.914,6895,1952.6,230.05,0.0128,2977.9
3,17750,1998,88.94,0.00803,1879
3.66,16010,1249.9,337.59,0.00811,330
3.658,6893,5505.4,204.84,0.0102,2265
6,14710,2011,78.35,0.00787,964
1,13720,1499,198.99,0.00581,1865
2.6,11760,2721,261.35,0.0077,1116
2,3000,1499,131.91,0.01,2442
2,15690,1493,198.66,0.00578,1066
0.96,3020,398,62.49,0.00996,2138
1.6,303,101,65.6,0.008,261
3,17650,1776,262.94,0.01001,1094
1.57,12750,1595,158.35,0.008,2046
2,8000,518,95.28,0.01,1312
5,10010,1001.2,210.21,0.00811,518
2,5000,2505.9,164.53,0.00811,2741
2.75,2462,1008,53.27,0.0131,2017
1,6860,3353,160.29,0.00581,3686
2,11790,3305.6,280.14,0.00805,1350
7,17650,1008,280.98,0.0078,251
4.018,4992,3860,213.5,0.0151,2136
1,323,150,33.17,0.01,773
3.048,13893,2049.3,274.36,0.00932,913.274
1.8,1996,1012,188.71,0.008,1499
0.91,10343,5383,281.14,0.00622,2965
2,14710,1493,302.22,0.00578,662
1.5,7100,5450.5,67.59,0.00393,3737
6,13720,4930,219.33,0.00585,1058
0.79,17700,2199,295.53,0.00607,1967
2,3481,169,41.12,0.01,515
1.93,5171,1885,152.37,0.0128,2896
2,11760,1758,123.02,0.01,2343
0.393,1940,4738,119.87,0.008,7849
15,17650,1986,292.2,0.00805,221
0.5,7840,2786,259.62,0.00792,3361
0.78,2940,3200,177.96,0.008,4660
1,9810,980,251.67,0.008,1830
1.829,6909,686.1,197.42,0.0113,1637.2
4,16020,2496.9,247.94,0.00811,1022
1,508,99,45.43,0.008,427
2,1746,710,88.89,0.01,1509
3,15990,4994.1,247.05,0.00811,2373
3,1863,413,43.85,0.0131,968
3,9810,1009,250.63,0.00801,703
1.73,6870,4083.3,227.61,0.00951,2525
6,6860,3359,260.16,0.00585,690
4.966,16000,475,325.54,0.01,185
2.75,3089,941,51.69,0.0131,2021
1.57,14700,1601,311.31,0.008,893
7,17650,1933,138.49,0.0078,743
5.34,11760,1010,280.67,0.0082,308
0.5,3100,1661,51.19,0.0024,3720
5,18020,749.9,256.24,0.00811,318
3,13730,500,268.24,0.00801,370
1.5,3040,2011,65.29,0.00393,2243
2,13720,2748,300.45,0.0108,1302
1,107,100,27.78,0.008,416
1.57,9800,2679,136.96,0.008,3055
1.75,10031,6423,249.81,0.008,3047
2.25,2363,1472,139.21,0.01,2013
2,2059,383,44.53,0.01,1009
0.79,7850,2689,222.82,0.00607,3001
2.44,14700,2696,244.77,0.008,1488
0.78,14700,4999,305.19,0.008,3248
1.73,6870,4000,207.68,0.00925,2720
3,18000,379,253.53,0.01001,350
1,17650,4000,138.49,0.00796,6460
2,13720,1452,300.99,0.00805,758
1.73,6870,2047.2,206.13,0.00951,2430
3.5,4021,1419,123.9,0.00998,1492
6,13720,1528,136.95,0.01075,836
3.8,17660,5750,245.13,0.0074,2058
2,9800,1495,178.58,0.00795,1628
3,9810,507,138,0.008,666
3,17650,2000,341.87,0.00801,597
0.96,296,300,120,0.012,1335
2.75,1540,702,43.19,0.0131,1465
1,9810,980,271.95,0.008,1690
0.243,1500,2108,68.88,0.008,8913
1.57,14700,1001,290.87,0.008,812
2.743,6964,1979.8,256.39,0.01262,1598.1
2,10000,2474,160.94,0.01,2601
5,11760,2039,259.3,0.01075,774
1.219,112,92.2,74.26,0.0093,379
2.007,7030,3375,274.57,0.00935,2070
3.8,19610,1201,251.77,0.0104,697
1.5,3040,2450,65.53,0.00393,2492
1,9810,4000,213.18,0.00801,3630
0.96,1187,624,105.73,0.0129,2895
2,17650,2004,240.74,0.00795,1477
6.05,7850,2692,261.13,0.008,711
3,17650,500,266.45,0.008,355
0.79,12750,1604,227.65,0.00607,2160
0.8,12750,4967,300.75,0.00384,2138
0.5,201,250,29.87,0.006,1203
0.799,7840,5013,255.13,0.00384,2970
1.524,12407,1624.5,301.8,0.0141,1306
0.6,1559,1215,97.29,0.00999,4825
0.78,4900,1634,190.95,0.008,3794
3,17650,682,338.06,0.01001,340
6,11760,989,88,0.0082,568
3,5000,3050,158.98,0.01001,2523
0.79,14700,995,209.12,0.008,1780
4.966,19610,4381,346.7,0.01001,975
0.79,9800,983,267.89,0.008,1894
1,13720,2757,299.91,0.0108,2093
6,9800,2711,269.88,0.011,813
6,17650,501,299.63,0.00801,140
2,10000,3801,225.95,0.01,2503
0.243,1000,2107,59.41,0.008,8503
0.6,1314,451,53.43,0.00999,3379
1,15690,2002,179.24,0.0108,3500
3,17650,2803,337.07,0.01001,985
3.49,14600,2004,111.55,0.008,1406
2,7000,2436,275.81,0.01,1761
1,2059,220,52.67,0.01,1215
0.79,2940,3983,167.89,0.008,4964
1,5100,1361.2,66.81,0.00601,3575
1.5,3040,1418,69.59,0.00393,1788
5.37,14710,2010,269.38,0.0082,566
2,14000,939,190.11,0.01,1220
1.65,17650,4021,333.13,0.00792,1721
1.75,1255,682,82.25,0.01,1518
1,3040,2438,92.26,0.00601,4440
4,6860,1499,79.04,0.00585,1008
3,17650,1529,177.54,0.0108,1346
6,10020,2507.1,211.2,0.00798,794
0.96,2785,359,58.94,0.00996,1931
1.645,15690,3040,323.01,0.008,1395
2.5,6963,1470,229.94,0.00998,1492
3.048,6964,2725.6,238.92,0.00953,1615.8
0.96,1167,331,70.42,0.0129,1962
2.366,4992,2160,195.45,0.0152,2494
0.68,101.3,162.7,30.2,0.006,642
2.08,2167,357,100.61,0.00776,744
2.456,4992,2150,263.84,0.0152,816
0.5,7840,993,199.49,0.00792,3616
1,6963,969,173.51,0.00998,2869
1,6860,4000,201.78,0.00801,3380
5.34,15690,1999,259.26,0.0082,615
4,7840,4941,259.21,0.00585,1206
4.966,11760,1093,301.83,0.01,355
5,17650,1499,219.06,0.00585,466
1.83,6870,636.1,229.98,0.0126,1503
1.829,6895,1396.7,222.26,0.00617,1500.6
1.727,6964,4081.6,228.01,0.00953,2522.7
0.91,10343,1397,279.6,0.0128,2057
4,17650,5003,279.99,0.00585,1344
5.03,12750,3207,301.82,0.008,653
1,17650,500,115.22,0.008,1330
4.966,12000,547,227.88,0.01,366
4.966,11760,2777,223.59,0.01,1030
3,13730,1997,300.88,0.00803,702
6,9810,1999,148.09,0.00803,840
3,6860,1996,256.3,0.00781,1132
1,12000,598,108.19,0.01,2235
1.219,136,162.7,94.21,0.0093,578
5,7850,1008.3,259.11,0.0107,622
1.65,19610,1417,315.31,0.00774,895
2.08,2295,1765,51.84,0.00394,1433
1.75,3432,982,51.7,0.0131,2973
0.393,510,4833,33.62,0.008,8339
5,3000,1250.8,223.37,0.00811,600
5,14020,4009.4,235.64,0.00811,1274
2,5880,985,261.28,0.00795,1197
3.658,12075,2009.7,298.28,0.0134,848.4
5,12000,1516,314.6,0.00811,297
2.6,9810,4500,171.09,0.0051,1815
2.54,17700,754,322.17,0.008,364
1.5,765,133,39.9,0.01,513
3,9810,1009,174.55,0.00801,927
1,14710,2751,219.22,0.0108,3954
3.66,6870,2550,261.07,0.0126,1420
3,3000,638,214.9,0.01001,874
4.966,14000,810,238.06,0.01,456
1.65,13730,2166.7,303.21,0.00778,1093
0.61,132,161.4,99.5,0.0093,1022
4.966,16000,687,324.91,0.01,255
1.57,7850,2195,284.15,0.008,1639
1.75,2481,1031,51.81,0.0131,2992
0.243,1000,4942,95.17,0.008,8526
2,7840,985,239.06,0.00795,1232
0.25,11760,1504,138.14,0.00782,6460
2.44,14700,2162,178.45,0.008,1656
3,6860,4000,204.9,0.00796,2039
1,15690,1499,197.75,0.00581,1884
2,7000,4224,276.39,0.01,2071
0.91,6895,5180,264.74,0.00622,3129
6,11760,1540,238.96,0.01075,611
1.7,13720,2764,304.03,0.0048,976
4,5000,3002.3,254.49,0.00811,1106
0.78,17700,3988,306.8,0.008,3052
0.792,9800,3197,229.29,0.00607,3040
0.96,302,300,120,0.012,1335
1,6860,3353,241.16,0.00581,2766
2.5,2059,1422,117.2,0.01,1761
2,9800,2027,211.32,0.01,1944
1,6670,1034,94.12,0.00785,3100
6,17650,519,137.3,0.0151,496
2.5,2697,1766,150.31,0.01,2012
3,3000,3416,142.21,0.01001,2710
5.34,13720,1973,316.99,0.0082,421
3,5880,4997,120.31,0.00578,2651
0.78,4900,3983,177.79,0.008,4550
0.6,1775,228,38.86,0.00999,1998
4,11760,3297,137.2,0.00585,1326
3.66,18010,1001.8,346.97,0.00811,245
1.57,14710,2195,279.75,0.00802,1430
1.8,2977,1010,133.31,0.008,1746
